Code	Model	Species	Size	River	Model.type	Default	Sampled.season	Valid.season	Data.origin	N.presences	N.absences	N.interviews.or.studies	True.positive	False.positive	True.negative	False.negative	Sensitivity	Specificity	TSS	Balanced.accuracy
ABCDF	Achondrostoma.arcasii.FRBS.Large.EKorL.Spring.Summer.Autumn	Achondrostoma arcasii	Large		FRBS	TRUE		"Spring; Summer; Autumn"	Expert knowledge	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	NA
ABCDE	Achondrostoma.arcasii.FRBS.Large.EKorL.Autumn.Winter.Spring	Achondrostoma arcasii	Large		FRBS	TRUE		"Autumn; Winter; Spring"	Expert knowledge	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	NA
ABCDI	Achondrostoma.arcasii.HSC.Large.EKorL.All	Achondrostoma arcasii	Large	Escabas (Tagus) + Guadiela (Tagus) + Palancia	HSC	TRUE	"Spring; Summer"	"Winter; Spring; Summer; Autumn"	Literature review	133	1052	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABCDK	Achondrostoma.arcasii.HSC.Large.EKorL.Spring.Summer.Autumn	Achondrostoma arcasii	Large		HSC	FALSE		"Spring; Summer; Autumn"	Expert knowledge	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	NA
ABCDJ	Achondrostoma.arcasii.HSC.Large.EKorL.Autumn.Winter.Spring	Achondrostoma arcasii	Large		HSC	FALSE		"Autumn; Winter; Spring"	Expert knowledge	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	NA
ABCDH	Achondrostoma.arcasii.FRBS.Small.EKorL.Spring.Summer.Autumn	Achondrostoma arcasii	Small		FRBS	TRUE		"Spring; Summer; Autumn"	Expert knowledge	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	NA
ABCDG	Achondrostoma.arcasii.FRBS.Small.EKorL.Autumn.Winter.Spring	Achondrostoma arcasii	Small		FRBS	TRUE		"Autumn; Winter; Spring"	Expert knowledge	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	NA
ABCDM	Achondrostoma.arcasii.HSC.Small.EKorL.Spring.Summer.Autumn	Achondrostoma arcasii	Small		HSC	TRUE		"Spring; Summer; Autumn"	Expert knowledge	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	NA
ABCDL	Achondrostoma.arcasii.HSC.Small.EKorL.Autumn.Winter.Spring	Achondrostoma arcasii	Small		HSC	TRUE		"Autumn; Winter; Spring"	Expert knowledge	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	NA
ABCDN	Achondrostoma.asturicense.GAM.Large.Curueno.All	Achondrostoma asturicense	Large	Curueño (Douro)	GAM	TRUE	Summer	"Winter; Spring; Summer; Autumn"	Field survey	40	880	NA	36	263	617	4	0.9	0.701	0.601	0.801
ABCDQ	Achondrostoma.asturicense.HSC.Large.Curueno.All	Achondrostoma asturicense	Large	Curueño (Douro)	HSC	TRUE	Summer	"Winter; Spring; Summer; Autumn"	Field survey	40	880	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABCDT	Achondrostoma.asturicense.NNET.Large.Curueno.All	Achondrostoma asturicense	Large	Curueño (Douro)	NNET	TRUE	Summer	"Winter; Spring; Summer; Autumn"	Field survey	40	880	NA	39	318	562	1	0.975	0.639	0.614	0.807
ABCDW	Achondrostoma.asturicense.RF.Large.Curueno.All	Achondrostoma asturicense	Large	Curueño (Douro)	RF	TRUE	Summer	"Winter; Spring; Summer; Autumn"	Field survey	40	880	NA	39	318	562	1	0.975	0.639	0.614	0.807
ABCDZ	Achondrostoma.asturicense.SVM.Large.Curueno.All	Achondrostoma asturicense	Large	Curueño (Douro)	SVM	TRUE	Summer	"Winter; Spring; Summer; Autumn"	Field survey	40	880	NA	30	205	675	10	0.75	0.767	0.517	0.759
ABCDO	Achondrostoma.asturicense.GAM.Medium.Curueno.All	Achondrostoma asturicense	Medium	Curueño (Douro)	GAM	TRUE	Summer	"Winter; Spring; Summer; Autumn"	Field survey	136	784	NA	123	498	286	13	0.904	0.365	0.269	0.635
ABCDR	Achondrostoma.asturicense.HSC.Medium.Curueno.All	Achondrostoma asturicense	Medium	Curueño (Douro)	HSC	TRUE	Summer	"Winter; Spring; Summer; Autumn"	Field survey	136	784	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABCDU	Achondrostoma.asturicense.NNET.Medium.Curueno.All	Achondrostoma asturicense	Medium	Curueño (Douro)	NNET	TRUE	Summer	"Winter; Spring; Summer; Autumn"	Field survey	136	784	NA	136	638	146	0	1	0.186	0.186	0.593
ABCDX	Achondrostoma.asturicense.RF.Medium.Curueno.All	Achondrostoma asturicense	Medium	Curueño (Douro)	RF	TRUE	Summer	"Winter; Spring; Summer; Autumn"	Field survey	136	784	NA	136	638	146	0	1	0.186	0.186	0.593
ABCEF	Achondrostoma.asturicense.SVM.Medium.Curueno.All	Achondrostoma asturicense	Medium	Curueño (Douro)	SVM	TRUE	Summer	"Winter; Spring; Summer; Autumn"	Field survey	136	784	NA	98	374	410	38	0.721	0.523	0.244	0.622
ABCDP	Achondrostoma.asturicense.GAM.Small.Curueno.All	Achondrostoma asturicense	Small	Curueño (Douro)	GAM	TRUE	Summer	"Winter; Spring; Summer; Autumn"	Field survey	219	701	NA	192	404	297	27	0.877	0.424	0.3	0.65
ABCDS	Achondrostoma.asturicense.HSC.Small.Curueno.All	Achondrostoma asturicense	Small	Curueño (Douro)	HSC	TRUE	Summer	"Winter; Spring; Summer; Autumn"	Field survey	219	701	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABCDV	Achondrostoma.asturicense.NNET.Small.Curueno.All	Achondrostoma asturicense	Small	Curueño (Douro)	NNET	TRUE	Summer	"Winter; Spring; Summer; Autumn"	Field survey	219	701	NA	174	319	382	45	0.795	0.545	0.339	0.67
ABCDY	Achondrostoma.asturicense.RF.Small.Curueno.All	Achondrostoma asturicense	Small	Curueño (Douro)	RF	TRUE	Summer	"Winter; Spring; Summer; Autumn"	Field survey	219	701	NA	174	319	382	45	0.795	0.545	0.339	0.67
ABCEG	Achondrostoma.asturicense.SVM.Small.Curueno.All	Achondrostoma asturicense	Small	Curueño (Douro)	SVM	TRUE	Summer	"Winter; Spring; Summer; Autumn"	Field survey	219	701	NA	172	322	379	47	0.785	0.541	0.326	0.663
ABCEI	Achondrostoma.garzonorum.FRBS.Large.EKorL.Spring.Summer.Autumn	Achondrostoma garzonorum	Large		FRBS	TRUE		"Spring; Summer; Autumn"	Expert knowledge	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA
ABCEH	Achondrostoma.garzonorum.FRBS.Large.EKorL.Autumn.Winter.Spring	Achondrostoma garzonorum	Large		FRBS	TRUE		"Autumn; Winter; Spring"	Expert knowledge	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA
ABCEM	Achondrostoma.garzonorum.HSC.Large.EKorL.Spring.Summer.Autumn	Achondrostoma garzonorum	Large		HSC	TRUE		"Spring; Summer; Autumn"	Expert knowledge	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA
ABCEL	Achondrostoma.garzonorum.HSC.Large.EKorL.Autumn.Winter.Spring	Achondrostoma garzonorum	Large		HSC	TRUE		"Autumn; Winter; Spring"	Expert knowledge	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA
ABCEK	Achondrostoma.garzonorum.FRBS.Small.EKorL.Spring.Summer.Autumn	Achondrostoma garzonorum	Small		FRBS	TRUE		"Spring; Summer; Autumn"	Expert knowledge	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA
ABCEJ	Achondrostoma.garzonorum.FRBS.Small.EKorL.Autumn.Winter.Spring	Achondrostoma garzonorum	Small		FRBS	TRUE		"Autumn; Winter; Spring"	Expert knowledge	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA
ABCEO	Achondrostoma.garzonorum.HSC.Small.EKorL.Spring.Summer.Autumn	Achondrostoma garzonorum	Small		HSC	TRUE		"Spring; Summer; Autumn"	Expert knowledge	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA
ABCEN	Achondrostoma.garzonorum.HSC.Small.EKorL.Autumn.Winter.Spring	Achondrostoma garzonorum	Small		HSC	TRUE		"Autumn; Winter; Spring"	Expert knowledge	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA
ABCEQ	Achondrostoma.salmantinum.FRBS.Large.EKorL.Spring.Summer.Autumn	Achondrostoma salmantinum	Large		FRBS	TRUE		"Spring; Summer; Autumn"	Expert knowledge	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA
ABCEP	Achondrostoma.salmantinum.FRBS.Large.EKorL.Autumn.Winter.Spring	Achondrostoma salmantinum	Large		FRBS	TRUE		"Autumn; Winter; Spring"	Expert knowledge	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA
ABCEU	Achondrostoma.salmantinum.HSC.Large.EKorL.Spring.Summer.Autumn	Achondrostoma salmantinum	Large		HSC	TRUE		"Spring; Summer; Autumn"	Expert knowledge	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA
ABCET	Achondrostoma.salmantinum.HSC.Large.EKorL.Autumn.Winter.Spring	Achondrostoma salmantinum	Large		HSC	TRUE		"Autumn; Winter; Spring"	Expert knowledge	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA
ABCES	Achondrostoma.salmantinum.FRBS.Small.EKorL.Spring.Summer.Autumn	Achondrostoma salmantinum	Small		FRBS	TRUE		"Spring; Summer; Autumn"	Expert knowledge	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA
ABCER	Achondrostoma.salmantinum.FRBS.Small.EKorL.Autumn.Winter.Spring	Achondrostoma salmantinum	Small		FRBS	TRUE		"Autumn; Winter; Spring"	Expert knowledge	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA
ABCEW	Achondrostoma.salmantinum.HSC.Small.EKorL.Spring.Summer.Autumn	Achondrostoma salmantinum	Small		HSC	TRUE		"Spring; Summer; Autumn"	Expert knowledge	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA
ABCEV	Achondrostoma.salmantinum.HSC.Small.EKorL.Autumn.Winter.Spring	Achondrostoma salmantinum	Small		HSC	TRUE		"Autumn; Winter; Spring"	Expert knowledge	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA
ABCEX	Alburnus.alburnus.GAM.Large.Yeguas.All	Alburnus alburnus	Large	Yeguas (Guadalquivir)	GAM	TRUE	Summer	"Winter; Spring; Summer; Autumn"	Field survey	10	716	NA	10	167	549	0	1	0.767	0.767	0.883
ABCEZ	Alburnus.alburnus.HSC.Large.Yeguas.All	Alburnus alburnus	Large	Yeguas (Guadalquivir)	HSC	TRUE	Summer	"Winter; Spring; Summer; Autumn"	Field survey	10	717	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABCFH	Alburnus.alburnus.NNET.Large.Yeguas.All	Alburnus alburnus	Large	Yeguas (Guadalquivir)	NNET	TRUE	Summer	"Winter; Spring; Summer; Autumn"	Field survey	10	716	NA	6	90	626	4	0.6	0.874	0.474	0.737
ABCFJ	Alburnus.alburnus.RF.Large.Yeguas.All	Alburnus alburnus	Large	Yeguas (Guadalquivir)	RF	TRUE	Summer	"Winter; Spring; Summer; Autumn"	Field survey	10	716	NA	6	90	626	4	0.6	0.874	0.474	0.737
ABCFL	Alburnus.alburnus.SVM.Large.Yeguas.All	Alburnus alburnus	Large	Yeguas (Guadalquivir)	SVM	TRUE	Summer	"Winter; Spring; Summer; Autumn"	Field survey	10	716	NA	10	134	582	0	1	0.813	0.813	0.906
ABCEY	Alburnus.alburnus.GAM.Medium.Yeguas.All	Alburnus alburnus	Medium	Yeguas (Guadalquivir)	GAM	TRUE	Summer	"Winter; Spring; Summer; Autumn"	Field survey	14	712	NA	14	180	532	0	1	0.747	0.747	0.874
ABCFG	Alburnus.alburnus.HSC.Medium.Yeguas.All	Alburnus alburnus	Medium	Yeguas (Guadalquivir)	HSC	TRUE	Summer	"Winter; Spring; Summer; Autumn"	Field survey	14	713	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABCFI	Alburnus.alburnus.NNET.Medium.Yeguas.All	Alburnus alburnus	Medium	Yeguas (Guadalquivir)	NNET	TRUE	Summer	"Winter; Spring; Summer; Autumn"	Field survey	14	712	NA	14	139	573	0	1	0.805	0.805	0.902
ABCFK	Alburnus.alburnus.RF.Medium.Yeguas.All	Alburnus alburnus	Medium	Yeguas (Guadalquivir)	RF	TRUE	Summer	"Winter; Spring; Summer; Autumn"	Field survey	14	712	NA	14	139	573	0	1	0.805	0.805	0.902
ABCFM	Alburnus.alburnus.SVM.Medium.Yeguas.All	Alburnus alburnus	Medium	Yeguas (Guadalquivir)	SVM	TRUE	Summer	"Winter; Spring; Summer; Autumn"	Field survey	14	712	NA	10	194	518	4	0.714	0.728	0.442	0.721
ABCFO	Anaecypris.hispanica.FRBS.Large.EKorL.Spring.Summer.Autumn	Anaecypris hispanica	Large		FRBS	TRUE		"Spring; Summer; Autumn"	Expert knowledge	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA
ABCFN	Anaecypris.hispanica.FRBS.Large.EKorL.Autumn.Winter.Spring	Anaecypris hispanica	Large		FRBS	TRUE		"Autumn; Winter; Spring"	Expert knowledge	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA
ABCFS	Anaecypris.hispanica.HSC.Large.EKorL.Spring.Summer.Autumn	Anaecypris hispanica	Large		HSC	TRUE		"Spring; Summer; Autumn"	Expert knowledge	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA
ABCFR	Anaecypris.hispanica.HSC.Large.EKorL.Autumn.Winter.Spring	Anaecypris hispanica	Large		HSC	TRUE		"Autumn; Winter; Spring"	Expert knowledge	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA
ABCFQ	Anaecypris.hispanica.FRBS.Small.EKorL.Spring.Summer.Autumn	Anaecypris hispanica	Small		FRBS	TRUE		"Spring; Summer; Autumn"	Expert knowledge	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA
ABCFP	Anaecypris.hispanica.FRBS.Small.EKorL.Autumn.Winter.Spring	Anaecypris hispanica	Small		FRBS	TRUE		"Autumn; Winter; Spring"	Expert knowledge	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA
ABCFU	Anaecypris.hispanica.HSC.Small.EKorL.Spring.Summer.Autumn	Anaecypris hispanica	Small		HSC	TRUE		"Spring; Summer; Autumn"	Expert knowledge	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA
ABCFT	Anaecypris.hispanica.HSC.Small.EKorL.Autumn.Winter.Spring	Anaecypris hispanica	Small		HSC	TRUE		"Autumn; Winter; Spring"	Expert knowledge	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA
ABCFW	Anguilla.anguilla.FRBS.Large.EKorL.Spring.Summer.Autumn	Anguilla anguilla	Large		FRBS	TRUE		"Spring; Summer; Autumn"	Expert knowledge	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA
ABCFV	Anguilla.anguilla.FRBS.Large.EKorL.Autumn.Winter.Spring	Anguilla anguilla	Large		FRBS	TRUE		"Autumn; Winter; Spring"	Expert knowledge	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA
ABCGH	Anguilla.anguilla.HSC.Large.EKorL.Spring.Summer.Autumn	Anguilla anguilla	Large		HSC	TRUE		"Spring; Summer; Autumn"	Expert knowledge	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA
ABCFZ	Anguilla.anguilla.HSC.Large.EKorL.Autumn.Winter.Spring	Anguilla anguilla	Large		HSC	TRUE		"Autumn; Winter; Spring"	Expert knowledge	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA
ABCFY	Anguilla.anguilla.FRBS.Small.EKorL.Spring.Summer.Autumn	Anguilla anguilla	Small		FRBS	TRUE		"Spring; Summer; Autumn"	Expert knowledge	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA
ABCFX	Anguilla.anguilla.FRBS.Small.EKorL.Autumn.Winter.Spring	Anguilla anguilla	Small		FRBS	TRUE		"Autumn; Winter; Spring"	Expert knowledge	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA
ABCGN	Anguilla.anguilla.HSC.Small.EKorL.Spring.Summer.Autumn	Anguilla anguilla	Small		HSC	FALSE		"Spring; Summer; Autumn"	Expert knowledge	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA
ABCGM	Anguilla.anguilla.HSC.Small.EKorL.Autumn.Winter.Spring	Anguilla anguilla	Small		HSC	FALSE		"Autumn; Winter; Spring"	Expert knowledge	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA
ABCGL	Anguilla.anguilla.HSC.Medium.Serpis.Winter	Anguilla anguilla	Medium	Serpis	HSC	TRUE	Winter	Winter	Field survey	62	280	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABCGJ	Anguilla.anguilla.HSC.Medium.Serpis.Spring	Anguilla anguilla	Medium	Serpis	HSC	TRUE	Spring	Spring	Field survey	109	366	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABCGK	Anguilla.anguilla.HSC.Medium.Serpis.Summer	Anguilla anguilla	Medium	Serpis	HSC	TRUE	Summer	Summer	Field survey	166	443	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABCGI	Anguilla.anguilla.HSC.Medium.Serpis.Autumn	Anguilla anguilla	Medium	Serpis	HSC	TRUE	Autumn	Autumn	Field survey	33	215	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABCGR	Anguilla.anguilla.HSC.Small.Serpis.Winter	Anguilla anguilla	Small	Serpis	HSC	TRUE	Winter	Winter	Field survey	53	289	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABCGP	Anguilla.anguilla.HSC.Small.Serpis.Spring	Anguilla anguilla	Small	Serpis	HSC	TRUE	Spring	Spring	Field survey	98	377	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABCGQ	Anguilla.anguilla.HSC.Small.Serpis.Summer	Anguilla anguilla	Small	Serpis	HSC	TRUE	Summer	Summer	Field survey	129	480	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABCGO	Anguilla.anguilla.HSC.Small.Serpis.Autumn	Anguilla anguilla	Small	Serpis	HSC	TRUE	Autumn	Autumn	Field survey	42	206	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABCGW	Barbatula.quignardi.GAM.Large.Ebro.All	Barbatula quignardi	Large	Ebro	GAM	TRUE	Summer	"Winter; Spring; Summer; Autumn"	Field survey	67	823	NA	62	313	510	5	0.925	0.62	0.545	0.773
ABCGZ	Barbatula.quignardi.HSC.Large.Ebro.All	Barbatula quignardi	Large	Ebro	HSC	TRUE	Summer	"Winter; Spring; Summer; Autumn"	Field survey	67	826	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABCHO	Barbatula.quignardi.NNET.Large.Ebro.All	Barbatula quignardi	Large	Ebro	NNET	TRUE	Summer	"Winter; Spring; Summer; Autumn"	Field survey	67	823	NA	64	314	509	3	0.955	0.618	0.574	0.787
ABCHR	Barbatula.quignardi.RF.Large.Ebro.All	Barbatula quignardi	Large	Ebro	RF	TRUE	Summer	"Winter; Spring; Summer; Autumn"	Field survey	67	823	NA	64	314	509	3	0.955	0.618	0.574	0.787
ABCHU	Barbatula.quignardi.SVM.Large.Ebro.All	Barbatula quignardi	Large	Ebro	SVM	TRUE	Summer	"Winter; Spring; Summer; Autumn"	Field survey	67	823	NA	58	255	568	9	0.866	0.69	0.556	0.778
ABCGX	Barbatula.quignardi.GAM.Medium.Ebro.All	Barbatula quignardi	Medium	Ebro	GAM	TRUE	Summer	"Winter; Spring; Summer; Autumn"	Field survey	56	834	NA	56	376	458	0	1	0.549	0.549	0.775
ABCHK	Barbatula.quignardi.HSC.Medium.Ebro.All	Barbatula quignardi	Medium	Ebro	HSC	TRUE	Summer	"Winter; Spring; Summer; Autumn"	Field survey	57	836	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABCHP	Barbatula.quignardi.NNET.Medium.Ebro.All	Barbatula quignardi	Medium	Ebro	NNET	TRUE	Summer	"Winter; Spring; Summer; Autumn"	Field survey	56	834	NA	56	349	485	0	1	0.582	0.582	0.791
ABCHS	Barbatula.quignardi.RF.Medium.Ebro.All	Barbatula quignardi	Medium	Ebro	RF	TRUE	Summer	"Winter; Spring; Summer; Autumn"	Field survey	56	834	NA	56	349	485	0	1	0.582	0.582	0.791
ABCHV	Barbatula.quignardi.SVM.Medium.Ebro.All	Barbatula quignardi	Medium	Ebro	SVM	TRUE	Summer	"Winter; Spring; Summer; Autumn"	Field survey	56	834	NA	52	306	528	4	0.929	0.633	0.562	0.781
ABCGY	Barbatula.quignardi.GAM.Small.Ebro.All	Barbatula quignardi	Small	Ebro	GAM	TRUE	Summer	"Winter; Spring; Summer; Autumn"	Field survey	55	835	NA	50	225	610	5	0.909	0.731	0.64	0.82
ABCHL	Barbatula.quignardi.HSC.Small.Ebro.All	Barbatula quignardi	Small	Ebro	HSC	TRUE	Summer	"Winter; Spring; Summer; Autumn"	Field survey	55	838	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABCHQ	Barbatula.quignardi.NNET.Small.Ebro.All	Barbatula quignardi	Small	Ebro	NNET	TRUE	Summer	"Winter; Spring; Summer; Autumn"	Field survey	55	835	NA	55	177	658	0	1	0.788	0.788	0.894
ABCHT	Barbatula.quignardi.RF.Small.Ebro.All	Barbatula quignardi	Small	Ebro	RF	TRUE	Summer	"Winter; Spring; Summer; Autumn"	Field survey	55	835	NA	55	177	658	0	1	0.788	0.788	0.894
ABCHW	Barbatula.quignardi.SVM.Small.Ebro.All	Barbatula quignardi	Small	Ebro	SVM	TRUE	Summer	"Winter; Spring; Summer; Autumn"	Field survey	55	835	NA	51	185	650	4	0.927	0.778	0.706	0.853
ABCGT	Barbatula.quignardi.FRBS.Large.EKorL.Spring.Summer.Autumn	Barbatula quignardi	Large		FRBS	TRUE		"Spring; Summer; Autumn"	Expert knowledge	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA
ABCGS	Barbatula.quignardi.FRBS.Large.EKorL.Autumn.Winter.Spring	Barbatula quignardi	Large		FRBS	TRUE		"Autumn; Winter; Spring"	Expert knowledge	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA
ABCHJ	Barbatula.quignardi.HSC.Large.EKorL.Spring.Summer.Autumn	Barbatula quignardi	Large		HSC	FALSE		"Spring; Summer; Autumn"	Expert knowledge	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA
ABCHI	Barbatula.quignardi.HSC.Large.EKorL.Autumn.Winter.Spring	Barbatula quignardi	Large		HSC	FALSE		"Autumn; Winter; Spring"	Expert knowledge	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA
ABCGV	Barbatula.quignardi.FRBS.Small.EKorL.Spring.Summer.Autumn	Barbatula quignardi	Small		FRBS	TRUE		"Spring; Summer; Autumn"	Expert knowledge	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA
ABCGU	Barbatula.quignardi.FRBS.Small.EKorL.Autumn.Winter.Spring	Barbatula quignardi	Small		FRBS	TRUE		"Autumn; Winter; Spring"	Expert knowledge	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA
ABCHN	Barbatula.quignardi.HSC.Small.EKorL.Spring.Summer.Autumn	Barbatula quignardi	Small		HSC	FALSE		"Spring; Summer; Autumn"	Expert knowledge	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA
ABCHM	Barbatula.quignardi.HSC.Small.EKorL.Autumn.Winter.Spring	Barbatula quignardi	Small		HSC	FALSE		"Autumn; Winter; Spring"	Expert knowledge	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA
ABCHY	Barbus.haasi.FRBS.Large.EKorL.Spring.Summer.Autumn	Barbus haasi	Large		FRBS	TRUE		"Spring; Summer; Autumn"	Expert knowledge	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA
ABCHX	Barbus.haasi.FRBS.Large.EKorL.Autumn.Winter.Spring	Barbus haasi	Large		FRBS	TRUE		"Autumn; Winter; Spring"	Expert knowledge	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA
ABCIK	Barbus.haasi.HSC.Large.EKorL.All	Barbus haasi	Large	Mijares	HSC	TRUE	"Spring; Summer"	"Winter; Spring; Summer; Autumn"	Literature review	92	341	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABCIM	Barbus.haasi.HSC.Large.EKorL.Spring.Summer.Autumn	Barbus haasi	Large		HSC	FALSE		"Spring; Summer; Autumn"	Expert knowledge	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA
ABCIL	Barbus.haasi.HSC.Large.EKorL.Autumn.Winter.Spring	Barbus haasi	Large		HSC	FALSE		"Autumn; Winter; Spring"	Expert knowledge	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA
ABCIJ	Barbus.haasi.FRBS.Small.EKorL.Spring.Summer.Autumn	Barbus haasi	Small		FRBS	TRUE		"Spring; Summer; Autumn"	Expert knowledge	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA
ABCHZ	Barbus.haasi.FRBS.Small.EKorL.Autumn.Winter.Spring	Barbus haasi	Small		FRBS	TRUE		"Autumn; Winter; Spring"	Expert knowledge	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA
ABCIO	Barbus.haasi.HSC.Small.EKorL.Spring.Summer.Autumn	Barbus haasi	Small		HSC	TRUE		"Spring; Summer; Autumn"	Expert knowledge	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA
ABCIN	Barbus.haasi.HSC.Small.EKorL.Autumn.Winter.Spring	Barbus haasi	Small		HSC	TRUE		"Autumn; Winter; Spring"	Expert knowledge	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA
ABCIQ	Barbus.meridionalis.FRBS.Large.EKorL.Spring.Summer.Autumn	Barbus meridionalis	Large		FRBS	TRUE		"Spring; Summer; Autumn"	Expert knowledge	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA
ABCIP	Barbus.meridionalis.FRBS.Large.EKorL.Autumn.Winter.Spring	Barbus meridionalis	Large		FRBS	TRUE		"Autumn; Winter; Spring"	Expert knowledge	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA
ABCIU	Barbus.meridionalis.HSC.Large.EKorL.Spring.Summer.Autumn	Barbus meridionalis	Large		HSC	TRUE		"Spring; Summer; Autumn"	Expert knowledge	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA
ABCIT	Barbus.meridionalis.HSC.Large.EKorL.Autumn.Winter.Spring	Barbus meridionalis	Large		HSC	TRUE		"Autumn; Winter; Spring"	Expert knowledge	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA
ABCIS	Barbus.meridionalis.FRBS.Small.EKorL.Spring.Summer.Autumn	Barbus meridionalis	Small		FRBS	TRUE		"Spring; Summer; Autumn"	Expert knowledge	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA
ABCIR	Barbus.meridionalis.FRBS.Small.EKorL.Autumn.Winter.Spring	Barbus meridionalis	Small		FRBS	TRUE		"Autumn; Winter; Spring"	Expert knowledge	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA
ABCIW	Barbus.meridionalis.HSC.Small.EKorL.Spring.Summer.Autumn	Barbus meridionalis	Small		HSC	TRUE		"Spring; Summer; Autumn"	Expert knowledge	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA
ABCIV	Barbus.meridionalis.HSC.Small.EKorL.Autumn.Winter.Spring	Barbus meridionalis	Small		HSC	TRUE		"Autumn; Winter; Spring"	Expert knowledge	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA
